Metal,Stage,Reagent,Value
Nickel,Refining,bentonite,0.0
Nickel,Refining,sulfur,0.027329374079480676
Nickel,Refining,magnesium oxide,0.0
Nickel,Refining,"limestone, crushed, for mill",0.0
Nickel,Refining,"lime, hydraulic",0.0
Nickel,Refining,"soda ash, dense",0.0
Nickel,Refining,ammonium bicarbonate,0.0
Nickel,Refining,lime,0.0
Nickel,Refining,"limestone, crushed, washed",0.003257939775765309
Nickel,Refining,disodium disulphite,0.0
Nickel,Refining,"diesel, collector in flotation",7.698547198651734e-05
Nickel,Refining,"nitric acid, without water, in 50% solution state",8.055525739040672e-08
Nickel,Refining,hydrogen fluoride,0.0
Nickel,Refining,pitch,0.0
Nickel,Refining,"nitrogen, liquid",1.1802848954723208e-05
Nickel,Refining,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
Nickel,Refining,iron sulfate,5.666616453298828e-06
Nickel,Refining,coke,0.206113030018613
Nickel,Refining,"aluminium sulfate, powder",6.717958301920354e-05
Nickel,Refining,"chlorine, liquid",0.0
Nickel,Refining,"chlorine, gaseous",0.005921711040369415
Nickel,Refining,"iron (III) chloride, without water, in 40% solution state",0.0
Nickel,Refining,"lime, hydrated, packed",0.06621971733430493
Nickel,Refining,sodium hydrogen sulfite,0.000854586941421618
Nickel,Refining,sodium pyrophosphate,0.0006416486853555667
Nickel,Refining,"ammonia, anhydrous, liquid",0.056954964035600346
Nickel,Refining,hydrogen sulfide,0.003051484664112597
Nickel,Refining,"oxygen, liquid",0.0028779182645766385
Nickel,Refining,formaldehyde,0.0003210750215646408
Nickel,Refining,"hydrogen, gaseous, medium pressure, merchant",0.013111126675789495
Nickel,Refining,naphthalene sulfonic acid,0.000128257565603844
Nickel,Refining,"sodium chloride, powder",3.437175036953821e-05
Nickel,Refining,"sodium sulfate, anhydrite",3.983206640122308e-05
Nickel,Refining,"sulfur dioxide, liquid",0.003650107308271955
"Graphite, natural",Mining,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, natural",Mining,"hydrochloric acid, without water, in 30% solution state",0.0
"Graphite, natural",Mining,"soda ash, light",0.0
"Graphite, natural",Mining,"quicklime, milled, packed",0.0
"Graphite, natural",Mining,sulfuric acid,0.0
"Graphite, natural",Mining,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, natural",Mining,"quicklime, milled, loose",0.0
"Graphite, natural",Mining,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, natural",Mining,"carbon dioxide, liquid",0.0
"Graphite, natural",Mining,bentonite,0.0
"Graphite, natural",Mining,sulfur,0.0
"Graphite, natural",Mining,magnesium oxide,0.0
"Graphite, natural",Mining,"limestone, crushed, for mill",0.0
"Graphite, natural",Mining,"lime, hydraulic",0.0
"Graphite, natural",Mining,"soda ash, dense",0.0
"Graphite, natural",Mining,ammonium bicarbonate,0.0
"Graphite, natural",Mining,lime,0.0
"Graphite, natural",Mining,"limestone, crushed, washed",0.0
"Graphite, natural",Mining,disodium disulphite,0.0
"Graphite, natural",Mining,"diesel, collector in flotation",0.0
"Graphite, natural",Mining,"nitric acid, without water, in 50% solution state",0.0
"Graphite, natural",Mining,hydrogen fluoride,0.0
"Graphite, natural",Mining,pitch,0.0
"Graphite, natural",Mining,"nitrogen, liquid",0.0
"Graphite, natural",Mining,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, natural",Mining,iron sulfate,0.0
"Graphite, natural",Mining,coke,0.0
"Graphite, natural",Mining,"aluminium sulfate, powder",0.0
"Graphite, natural",Mining,"chlorine, liquid",0.0
"Graphite, natural",Mining,"chlorine, gaseous",0.0
"Graphite, natural",Mining,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, natural",Mining,"lime, hydrated, packed",0.0
"Graphite, natural",Mining,sodium hydrogen sulfite,0.0
"Graphite, natural",Mining,sodium pyrophosphate,0.0
"Graphite, natural",Mining,"ammonia, anhydrous, liquid",0.0
"Graphite, natural",Mining,hydrogen sulfide,0.0
"Graphite, natural",Mining,"oxygen, liquid",0.0
"Graphite, natural",Mining,formaldehyde,0.0
"Graphite, natural",Mining,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, natural",Mining,naphthalene sulfonic acid,0.0
"Graphite, natural",Mining,"sodium chloride, powder",0.0
"Graphite, natural",Mining,"sodium sulfate, anhydrite",0.0
"Graphite, natural",Mining,"sulfur dioxide, liquid",0.0
"Graphite, natural",Concentration,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, natural",Concentration,"hydrochloric acid, without water, in 30% solution state",0.0
"Graphite, natural",Concentration,"soda ash, light",0.0
"Graphite, natural",Concentration,"quicklime, milled, packed",0.0
"Graphite, natural",Concentration,sulfuric acid,0.0
"Graphite, natural",Concentration,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, natural",Concentration,"quicklime, milled, loose",0.0
"Graphite, natural",Concentration,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, natural",Concentration,"carbon dioxide, liquid",0.0
"Graphite, natural",Concentration,bentonite,0.0
"Graphite, natural",Concentration,sulfur,0.0
"Graphite, natural",Concentration,magnesium oxide,0.0
"Graphite, natural",Concentration,"limestone, crushed, for mill",0.0
"Graphite, natural",Concentration,"lime, hydraulic",0.0
"Graphite, natural",Concentration,"soda ash, dense",0.0
"Graphite, natural",Concentration,ammonium bicarbonate,0.0
"Graphite, natural",Concentration,lime,0.0
"Graphite, natural",Concentration,"limestone, crushed, washed",0.0
"Graphite, natural",Concentration,disodium disulphite,0.0
"Graphite, natural",Concentration,"diesel, collector in flotation",0.003324543110031006
"Graphite, natural",Concentration,"nitric acid, without water, in 50% solution state",0.0
"Graphite, natural",Concentration,hydrogen fluoride,0.0
"Graphite, natural",Concentration,pitch,0.0
"Graphite, natural",Concentration,"nitrogen, liquid",0.0
"Graphite, natural",Concentration,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, natural",Concentration,iron sulfate,0.0
"Graphite, natural",Concentration,coke,0.0
"Graphite, natural",Concentration,"aluminium sulfate, powder",0.0
"Graphite, natural",Concentration,"chlorine, liquid",0.0
"Graphite, natural",Concentration,"chlorine, gaseous",0.0
"Graphite, natural",Concentration,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, natural",Concentration,"lime, hydrated, packed",0.0
"Graphite, natural",Concentration,sodium hydrogen sulfite,0.0
"Graphite, natural",Concentration,sodium pyrophosphate,0.0
"Graphite, natural",Concentration,"ammonia, anhydrous, liquid",0.0
"Graphite, natural",Concentration,hydrogen sulfide,0.0
"Graphite, natural",Concentration,"oxygen, liquid",0.0
"Graphite, natural",Concentration,formaldehyde,0.0
"Graphite, natural",Concentration,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, natural",Concentration,naphthalene sulfonic acid,0.0
"Graphite, natural",Concentration,"sodium chloride, powder",0.0
"Graphite, natural",Concentration,"sodium sulfate, anhydrite",0.0
"Graphite, natural",Concentration,"sulfur dioxide, liquid",0.0
"Graphite, natural",Refining,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, natural",Refining,"hydrochloric acid, without water, in 30% solution state",0.20047795709813085
"Graphite, natural",Refining,"soda ash, light",0.0
"Graphite, natural",Refining,"quicklime, milled, packed",0.0
"Graphite, natural",Refining,sulfuric acid,0.0
"Graphite, natural",Refining,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, natural",Refining,"quicklime, milled, loose",0.0
"Graphite, natural",Refining,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, natural",Refining,"carbon dioxide, liquid",0.0
"Graphite, natural",Refining,bentonite,0.0
"Graphite, natural",Refining,sulfur,0.0
"Graphite, natural",Refining,magnesium oxide,0.0
"Graphite, natural",Refining,"limestone, crushed, for mill",0.0
"Graphite, natural",Refining,"lime, hydraulic",0.0
"Graphite, natural",Refining,"soda ash, dense",0.0
"Graphite, natural",Refining,ammonium bicarbonate,0.0
"Graphite, natural",Refining,lime,0.017018801725220727
"Graphite, natural",Refining,"limestone, crushed, washed",0.0
"Graphite, natural",Refining,disodium disulphite,0.0
"Graphite, natural",Refining,"diesel, collector in flotation",0.0
"Graphite, natural",Refining,"nitric acid, without water, in 50% solution state",0.35316512669043326
"Graphite, natural",Refining,hydrogen fluoride,0.2761350417344454
"Graphite, natural",Refining,pitch,0.036909004930030256
"Graphite, natural",Refining,"nitrogen, liquid",0.0006755293586743057
"Graphite, natural",Refining,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, natural",Refining,iron sulfate,0.0
"Graphite, natural",Refining,coke,0.0
"Graphite, natural",Refining,"aluminium sulfate, powder",0.0
"Graphite, natural",Refining,"chlorine, liquid",0.0
"Graphite, natural",Refining,"chlorine, gaseous",0.0
"Graphite, natural",Refining,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, natural",Refining,"lime, hydrated, packed",0.0
"Graphite, natural",Refining,sodium hydrogen sulfite,0.0
"Graphite, natural",Refining,sodium pyrophosphate,0.0
"Graphite, natural",Refining,"ammonia, anhydrous, liquid",0.0
"Graphite, natural",Refining,hydrogen sulfide,0.0
"Graphite, natural",Refining,"oxygen, liquid",0.0
"Graphite, natural",Refining,formaldehyde,0.0
"Graphite, natural",Refining,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, natural",Refining,naphthalene sulfonic acid,0.0
"Graphite, natural",Refining,"sodium chloride, powder",0.0
"Graphite, natural",Refining,"sodium sulfate, anhydrite",0.0
"Graphite, natural",Refining,"sulfur dioxide, liquid",0.0
